date,precipitation,temp_max,temp_min,wind,weather,humidity,
2015-10-22,0.0,16.1,8.9,2.7,fog,53.88,
2015-10-23,0.0,12.8,7.2,2.6,fog,23,
2015-10-24,0.0,15.0,8.9,2.9,fog,24,
2015-10-25,8.9,19.4,8.9,3.4,rain,29.78,
2015-10-26,6.9,12.2,10.0,4.6,rain,34.78,
2015-10-27,0.0,16.1,7.8,1.7,fog,36.99,
2015-10-28,3.3,13.9,11.1,2.8,rain,37.76,
2015-10-29,1.8,15.0,12.2,4.7,rain,50.09,
2015-10-30,19.3,17.2,11.7,6.7,rain,51.98,
2015-10-31,33.0,15.6,11.7,7.2,rain,52.33,
2015-11-01,26.2,12.2,8.9,6.0,rain,64.9,
2015-11-02,0.3,11.1,7.2,2.8,rain,64.76,
2015-11-03,0.8,10.6,5.0,1.4,rain,65.09,
2015-11-04,0.0,10.0,3.3,2.2,sun,78.09,
2015-11-05,1.3,11.7,7.8,2.3,rain,87.99,
2015-11-06,0.0,15.6,8.3,2.7,fog,86,
2015-11-07,12.7,12.2,9.4,3.0,rain,84,
2015-11-08,6.6,11.1,7.8,1.8,rain,33,
2015-11-09,3.3,10.0,5.0,1.3,rain,32,
2015-11-10,1.3,11.1,3.9,3.9,rain,54,
2015-11-11,1.5,11.1,6.1,4.6,rain,67,
2015-11-12,9.9,11.1,5.0,5.1,rain,75,
2015-11-13,33.5,13.3,9.4,6.5,rain,76.36,
2015-11-14,47.2,9.4,6.1,4.5,rain,78.05,
2015-11-15,22.4,8.9,2.2,4.1,rain,76.009,
2015-11-16,2.0,8.9,1.7,4.0,rain,82,
2015-11-17,29.5,13.3,6.7,8.0,rain,86,
2015-11-18,1.5,8.9,3.3,3.8,rain,85,
2015-11-19,2.0,8.9,2.8,4.2,rain,87,
2015-11-20,0.0,8.3,0.6,4.0,fog,59,
2015-11-21,0.0,8.9,0.6,4.7,sun,83,
2015-11-22,0.0,10.0,1.7,3.1,fog,24,
2015-11-23,3.0,6.7,0.0,1.3,rain,27,
2015-11-24,7.1,6.7,2.8,4.5,rain,28,
2015-11-25,0.0,7.2,0.0,5.7,sun,67,
2015-11-26,0.0,9.4,-1.0,4.3,sun,85,
2015-11-27,0.0,9.4,-1.6,3.0,sun,25,
2015-11-28,0.0,7.2,-2.7,1.0,sun,98,
2015-11-29,0.0,1.7,-2.1,0.9,fog,24,
2015-11-30,0.5,5.6,-3.8,1.7,rain,66,
2015-12-01,12.2,10.0,3.9,3.5,rain,44,
2015-12-02,2.5,10.6,4.4,5.0,rain,54,
2015-12-03,12.7,15.6,7.8,5.9,rain,55,
2015-12-04,2.0,10.6,6.1,4.7,rain,77,
2015-12-05,15.7,10.0,6.1,4.0,rain,94,
2015-12-06,11.2,12.8,7.2,5.9,rain,90,
2015-12-07,27.4,11.1,8.3,3.4,rain,64,
2015-12-08,54.1,15.6,10.0,6.2,rain,64,
2015-12-09,13.5,12.2,7.8,6.3,rain,75,
2015-12-10,9.4,11.7,6.1,7.5,rain,79,
2015-12-11,0.3,9.4,4.4,2.8,rain,4123,
2015-12-12,16.0,8.9,5.6,5.6,rain,23,
2015-12-13,1.3,7.8,6.1,6.1,rain,15,
2015-12-14,0.0,7.8,1.7,1.7,sun,443,
2015-12-15,1.5,6.7,1.1,2.9,rain,38,
2015-12-16,3.6,6.1,2.8,2.3,rain,34,
2015-12-17,21.8,6.7,3.9,6.0,rain,35,
2015-12-18,18.5,8.9,4.4,5.1,rain,36,
2015-12-19,0.0,8.3,2.8,4.1,fog,64,
2015-12-20,4.3,7.8,4.4,6.7,rain,62.4,
2015-12-21,27.4,5.6,2.8,4.3,rain,55,
2015-12-22,4.6,7.8,2.8,5.0,rain,45,
2015-12-23,6.1,5.0,2.8,7.6,rain,34,
2015-12-24,2.5,5.6,2.2,4.3,rain,56,
2015-12-25,5.8,5.0,2.2,1.5,rain,75,
2015-12-26,0.0,4.4,0.0,2.5,sun,54,
2015-12-27,8.6,4.4,1.7,2.9,rain,64,
2015-12-28,1.5,5.0,1.7,1.3,rain,33,
2015-12-29,0.0,7.2,0.6,2.6,fog,24,
2015-12-30,0.0,5.6,-1.0,3.4,sun,55.9,
2015-12-31,0.0,5.6,-2.1,3.5,sun,57.5,
,,,,,,31,
,,,,,,23.78,
,,,,,,12.8,
,,,,,,53.88,
,,,,,,23,
,,,,,,24,
,,,,,,29.78,
,,,,,,34.78,
,,,,,,36.99,
,,,,,,37.76,
,,,,,,50.09,
,,,,,,51.98,
,,,,,,52.33,
,,,,,,64.9,
,,,,,,64.76,
,,,,,,65.09,
,,,,,,78.09,
,,,,,,87.99,
,,,,,,86,
,,,,,,84,
,,,,,,33,
,,,,,,32,
,,,,,,54,
,,,,,,67,
,,,,,,75,
,,,,,,76.36,
,,,,,,78.05,
,,,,,,76.009,
,,,,,,82,
,,,,,,86,
,,,,,,85,
,,,,,,87,
,,,,,,59,
,,,,,,83,
,,,,,,24,
,,,,,,27,
,,,,,,28,
